snapped_at,price,market_cap,total_volume
2015-02-25 00:00:00 UTC,1.21016,304476,5
2015-03-02 00:00:00 UTC,0.572521,144046,2
2015-03-06 00:00:00 UTC,1,251600,50
2015-03-07 00:00:00 UTC,1,251600,58196
2015-03-08 00:00:00 UTC,1,251600,31
2015-03-09 00:00:00 UTC,1,251600,137
2015-03-10 00:00:00 UTC,1,251600,50006
2015-03-11 00:00:00 UTC,1,251600,46
2015-03-12 00:00:00 UTC,1,251600,80421
2015-03-13 00:00:00 UTC,1,251600,75
2015-03-14 00:00:00 UTC,1,251600,17706
2015-03-15 00:00:00 UTC,1,251600,15124
2015-03-16 00:00:00 UTC,1,251600,49631
2015-03-17 00:00:00 UTC,1,251600,4284
2015-03-18 00:00:00 UTC,1,251600,58
2015-03-19 00:00:00 UTC,1,251600,857
2015-03-20 00:00:00 UTC,1,251600,132
2015-03-21 00:00:00 UTC,1,251600,206
2015-03-22 00:00:00 UTC,1,251600,66
2015-03-23 00:00:00 UTC,1,251600,65
2015-03-24 00:00:00 UTC,1,251600,1179
