ID,Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Cheap?,Clength,Ctunnel,Anglo?,Inflation Index,Real cost (2023 dollars),Cost/km (2023 dollars),Source2,Reference,,
,CN,Foshan,Line 4,Line 4 Phase 1,2021,2026,0,55.91,88%,49.1,,,33,117,,"44,601.00",CNY,2021,0.239,10659.64,190.7,0,0,0,0,1.124486105,"11,986.60",214.4,,rail-transit.com/project/show.php?itemid=649,http://fs.fccs.com/news/6022708.html,https://www.ndrc.gov.cn/xxgk/zcfb/pifu/202101/t20210126_1316566.html?code=&state=123
,CN,Dalian,Line 4,Line 4,2010,2022,0,24.484,1,24.484,,,18,117,Trade,"18,217.00",CNY,2016,0.251,4572.47,186.8,0,0,0,0,1.269554638,"5,805.00",237.1,Trade,http://www.rail-transit.com/project/show.php?itemid=163,,
,CN,Dalian,Line 1,Line 1 Phase 3,2010,2021,0,13.2,14%,1.8,,,3,117,Plan,"7,200.00",CNY,2016,0.251,1807.2,136.9,0,0,0,0,1.269554638,"2,294.30",173.8,Plan,http://www.rail-transit.com/project/show.php?itemid=609,,
,CN,Fuzhou,Line 1,Line 1 South Extension,2015,2020,0,4.924,100%,4.924,,,4,117,,"2,883.00",CNY,2018,0.237,683.27,138.8,0,0,0,0,1.21343491,829.1,168.4,,https://www.sohu.com/a/417789253_410388,,
,CN,Fuzhou,Line 2,Line 2 East Extension,2020,,0,16.88,100%,16.88,,,12,117,,"12,706.00",CNY,2020,0.239,3036.73,179.9,0,0,0,0,1.17731472,"3,575.20",211.8,,https://xm.leju.com/news/2020-07-10/14296687241366554352613.shtml,http://fgw.fuzhou.gov.cn/zz/fgwzwgk/tzgg/201804/t20180428_2189534.htm,
,CN,Fuzhou,Line 1,Line 1 Phase 1,2009,2017,0,24.6,100%,24.6,,,21,117,,"17,337.00",CNY,2013,0.273,4733,192.4,0,0,0,0,1.307975292,"6,190.60",251.7,,http://www.fzmtr.com/cms/pages/680468206126290000/attachments/%E9%99%84%E4%BB%B63%EF%BC%9A%E7%A6%8F%E5%B7%9E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF%E5%B7%A5%E7%A8%8B%EF%BC%88%E4%B8%80%E6%9C%9F%EF%BC%89%E5%8C%97%E6%AE%B5%E5%8F%8A%E5%85%A8%E7%BA%BF%E7%AB%A3%E5%B7%A5%E7%8E%AF%E5%A2%83%E4%BF%9D%E6%8A%A4%E9%AA%8C%E6%94%B6%E4%BC%9A%E9%AA%8C%E6%94%B6%E6%84%8F%E8%A7%81.pdf,,
,CN,Hohhot,Line 2,Line 2,2020,,0,27.3,100%,27.3,,,24,117,,"20,304.00",CNY,2020,0.239,4852.66,177.8,0,0,0,0,1.17731472,"5,713.10",209.3,,http://www.rail-transit.com/project/show.php?itemid=202,,
,CN,Jinan,Line 3,Line 3 Phase 1,,2022,0,21.57,1,21.6,,,13,117,,13446,CNY,2021,0.239,3213.59,149,0,0,0,0,1.124486105,"3,613.60",167.5,,http://www.rail-transit.com/project/show.php?itemid=239,http://m.iqilu.com/pcarticle/4545295,
,CN,Jinan,Line 2,Line 2,2021,,0,36.39,95%,34.6,,,18,117,,"22,800.00",CNY,2021,0.239,5449.2,149.7,0,0,0,0,1.124486105,"6,127.50",168.4,,rail-transit.com/project/show.php?itemid=228,,
,CN,Luoyang,Line 2,Line 2,2022,,0,18.216,100%,18.216,,,15,117,,"14,832.21",CNY,2021,0.239,3544.9,194.6,0,0,0,0,1.124486105,"3,986.20",218.8,,http://www.rail-transit.com/project/show.php?itemid=164,,
,CN,Ningbo,Ningbo-Fenghua Line,Ningbo-Fenghua Line,,2019,0,21.59,4%,0.84,,,9,117,,"7,386.00",CNY,2019,0.238,1757.87,81.4,0,0,0,0,1.191839066,"2,095.10",97,,http://www.rail-transit.com/project/show.php?itemid=282,,
,CN,Ningbo,Line 3,Line 3 Southern Extension,2020,,0,12.7,17%,2.2,,,6,117,,"5,200.00",CNY,2020,0.239,1242.8,97.9,0,0,0,0,1.17731472,"1,463.20",115.2,,http://www.rail-transit.com/project/show.php?itemid=554,,
,CN,Ningbo,Line 4,Line 4,,2021,0,35.95,68%,24.45,,,25,117,,"20,560.00",CNY,2021,0.239,4913.84,136.7,0,0,0,0,1.124486105,"5,525.50",153.7,,http://www.rail-transit.com/project/show.php?itemid=273,,
,CN,Ningbo,2013-2020 Program,2013-2020 Program,2013,2020,0,100.1,,,,,,117,,"64,040.00",CNY,2017,0.239,15305.56,152.9,0,0,0,0,1.243072781,"19,025.90",190.1,,http://www.cnnb.com.cn/dwhzlm/system/2013/11/15/007905106.shtml,,
,CN,Ningbo,Line 5,Line 5 Phase 1,2021,,0,27.91,100%,27.91,,,22,117,,"19,900.00",CNY,2021,0.239,4756.1,170.4,0,0,0,0,1.124486105,"5,348.20",191.6,,http://www.rail-transit.com/project/show.php?itemid=236,,
,CN,Ningbo,Line 3,Line 3 Phase 2,2021,,0,9.05,100%,9.05,,,5,117,,"7,485.00",CNY,2021,0.239,1788.92,197.7,0,0,0,0,1.124486105,"2,011.60",222.3,,http://www.rail-transit.com/project/show.php?itemid=503,,
,CN,Ningbo,Line 3,Line 3 Phase 1,,2019,0,16.73,100%,16.73,,,15,117,,"14,870.00",CNY,2019,0.238,3539.06,211.5,0,0,0,0,1.191839066,"4,218.00",252.1,,http://www.rail-transit.com/project/show.php?itemid=320,promeechina.com/newsinfo.html?id=27,
,CN,Qingdao,Line 11,Line 11,,2018,0,58.35,10%,5.81,,,22,117,,"19,500.00",CNY,2018,0.237,4621.5,79.2,0,0,0,0,1.21343491,"5,607.90",96.1,,http://www.sasac.gov.cn/n2588025/n2588124/c8918136/content.html,http://sd.sina.com.cn/news/2018-04-12/detail-ifyzeyqa8611820.shtml,
,CN,Qingdao,Qingdao-Pingdu Intercity Rail,Qingdao-Pingdu Intercity Rail,,2020,0,60,20%,12,,,10,117,,"20,763.00",CNY,2020,0.239,4962.36,82.7,0,0,0,0,1.17731472,"5,842.30",97.4,,http://www.rail-transit.com/project/show.php?itemid=140,,
,CN,Qingdao,Line 8,Line 8 Branch,2021,2026,0,18.8,100%,18.8,,,9,117,,"11,492.00",CNY,2021,0.239,2746.59,146.1,0,0,0,0,1.124486105,"3,088.50",164.3,,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,,
,CN,Qingdao,Line 8,Line 8,,2021,0,61.4,,,,,16,117,,"32,100.00",CNY,2021,0.239,7671.9,124.9,0,0,0,0,1.124486105,"8,626.90",140.5,,http://www.rail-transit.com/project/show.php?itemid=187,,
,CN,Qingdao,Line 6,Line 6 Phase 2 South,2021,2026,0,13.85,100%,13.85,,,10,117,,"8,302.00",CNY,2021,0.239,1984.18,143.3,0,0,0,0,1.124486105,"2,231.20",161.1,,http://www.rail-transit.com/project/show.php?itemid=725,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,
,CN,Qingdao,Line 15,Line 15,2021,2026,0,30.8,100%,30.8,,,17,117,,"19,478.00",CNY,2021,0.239,4655.24,151.1,0,0,0,0,1.124486105,"5,234.80",170,,http://www.rail-transit.com/project/show.php?itemid=400,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,
,CN,Qingdao,Line 1 + Line 7,Line 1 + Line 7 Phase 1,,2021,0,59.97,100%,59.97,,,40,117,,"39,990.00",CNY,2021,0.239,9557.61,159.4,0,0,0,0,1.124486105,"10,747.40",179.2,,http://www.rail-transit.com/project/show.php?itemid=229,,
,CN,Qingdao,Line 2,Line 2,2019,,0,25,100%,25,,,22,117,,"29,376.80",CNY,2019,0.238,6991.68,279.7,0,0,0,0,1.191839066,"8,333.00",333.3,,http://www.rail-transit.com/project/show.php?itemid=450,,
,CN,Qingdao,Line 9,Line 9,2021,2026,0,16.63,100%,16.63,,,13,117,,"12,590.00",CNY,2021,0.239,3009.01,180.9,0,0,0,0,1.124486105,"3,383.60",203.5,,http://www.rail-transit.com/project/show.php?itemid=726,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,
,CN,Qingdao,Line 3,Line 3,2010,,0,25,100%,25,,,22,117,,"17,500.00",CNY,2010,0.3,5250,210,0,0,0,0,1.397356642,"7,336.10",293.4,,https://ditie.mapbar.com/qingdao/news/37965.html,,
,CN,Qingdao,Line 2,Line 2 Phase 2 East Section,2021,,0,8.89,100%,8.89,,,8,117,,"6,770.00",CNY,2021,0.239,1618.03,182,0,0,0,0,1.124486105,"1,819.50",204.7,,http://www.rail-transit.com/project/show.php?itemid=668,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,
,CN,Qingdao,Line 5,Line 5,2021,2026,0,32.7,100%,32.7,,,29,117,,"26,030.00",CNY,2021,0.239,6221.17,190.2,0,0,0,0,1.124486105,"6,995.60",213.9,,http://www.rail-transit.com/project/show.php?itemid=669,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=18249,
,CN,Nanchang,Line 1,Line 1 North Extension,2021,,0,16.973,80%,13.528,,,8,117,,"10,341.00",CNY,2021,0.239,2471.5,145.6,0,0,0,0,1.124486105,"2,779.20",163.7,,http://www.rail-transit.com/project/show.php?itemid=391,,
,CN,Nanchang,Phase 1,Phase 1 Expansion (Line 1 and 2),2009,2016,0,50.6,100%,50.6,,,50,117,,"27,440.00",CNY,2013,0.273,7491.12,148,0,0,0,0,1.307975292,"9,798.20",193.6,,http://www.jiangxi.gov.cn/art/2018/8/16/art_4985_350163.html,,
,CN,Nanning,Wuming Line,Wuming Line,2021,,0,53.2,20%,10.6,,,13,117,,"16,500.00",CNY,2021,0.239,3943.5,74.1,0,0,0,0,1.124486105,"4,434.40",83.4,,http://www.rail-transit.com/project/show.php?itemid=587,,
,CN,Nantong,Line 1,Line 1,2019,,0,39.4,100%,39.4,,,28,117,,"26,902.00",CNY,2019,0.238,6402.68,162.5,0,0,0,0,1.191839066,"7,631.00",193.7,,http://www.rail-transit.com/project/show.php?itemid=56,,
,CN,Nantong,Line 2,Line 2,2020,,0,20.85,100%,20.85,,,17,117,,"15,119.64",CNY,2020,0.239,3613.59,173.3,0,0,0,0,1.17731472,"4,254.30",204,,http://www.rail-transit.com/project/show.php?itemid=339,,
,CN,Shaoxing,Line 1,Line 1,2016,2021,0,31.3,100%,31.3,,,23,117,,"23,873.00",CNY,2019,0.238,5681.77,181.5,0,0,0,0,1.191839066,"6,771.80",216.4,,http://www.rail-transit.com/project/show.php?itemid=179,,
,CN,Shaoxing,Line 2,Line 2,2022,,0,10.8,100%,10.8,,,9,117,,"10,130.00",CNY,2021,0.239,2421.07,224.2,0,0,0,0,1.124486105,"2,722.50",252.1,,http://www.rail-transit.com/project/show.php?itemid=194,,
,CN,Shenyang,Line 4,Line 4 Phase 1,,2022,0,34.2,100%,34.2,,,23,117,,"16,632.00",CNY,2021,0.239,3975.05,116.2,0,0,0,0,1.124486105,"4,469.90",130.7,,http://www.rail-transit.com/project/show.php?itemid=216,https://sy.leju.com/news/2021-10-25/16496858323734529623540.shtml,
,CN,Xuzhou,"First Phase Program (Lines 1, 2 and 3)","First Phase Program (Lines 1, 2 and 3)",2013,2020,0,67,90%,60.6,,,,117,Media,"44,328.00",CNY,2017,0.239,10594.39,158.1,0,0,0,0,1.243072781,"13,169.60",196.6,Media,http://www.ciecc.com.cn/art/2013/3/8/art_1599_30934.html,https://new.qq.com/omn/20190117/20190117A1GO47.html,
,CN,Xuzhou,Line 1,Line 1,2014,2019,0,21.967,96%,20.996,,,18,117,Media,"16,278.00",CNY,2017,0.239,3890.44,177.1,0,0,0,0,1.243072781,"4,836.10",220.2,Trade,http://www.rail-transit.com/project/show.php?itemid=295,https://jiaotongbk.com/n6/201691.html,
,CN,Xuzhou,Line 2,Line 2,2020,,0,24.15,100%,24.15,,,20,117,Trade,"16,957.00",CNY,2020,0.239,4052.72,167.8,0,0,0,0,1.17731472,"4,771.30",197.6,Trade,http://www.rail-transit.com/project/show.php?itemid=264,,
,CN,Xuzhou,Line 3,Line 3,2021,,0,18.3,100%,18.3,,,16,117,Trade,"13,526.00",CNY,2021,0.239,3232.71,176.7,0,0,0,0,1.124486105,"3,635.10",198.6,Trade,http://www.rail-transit.com/project/show.php?itemid=243,,
,CN,Zhengzhou,Line 2,Line 2 Phase 1,2010,2016,0,18.27,100%,18.27,,,16,117,Media,"10,408.00",CNY,2013,0.273,2841.38,155.5,0,0,0,0,1.307975292,"3,716.50",203.4,Media,http://news.sina.com.cn/o/2010-12-29/033421723553.shtml,,
,CN,Zhengzhou,Line 1,Line 1 Phase 1,2009,2013,0,25.2,100%,25.2,,,20,117,Media,"14,335.50",CNY,2011,0.284,4071.28,161.6,0,0,0,0,1.354598358,"5,515.00",218.8,Media,http://news.cctv.com/society/20090323/106184.shtml,,
,CN,Zhengzhou,Zhengxu Regional,Zhengxu Regional Rail (Xucheng Section),,2022,1,33.78,12%,4.016,,,11,117,Trade,"9,879.00",CNY,2021,0.239,2361.08,69.9,0,0,0,0,1.124486105,"2,655.00",78.6,Trade,http://www.rail-transit.com/project/show.php?itemid=143,,
,CN,Zhengzhou,Zhengxu Regional,Zhengxu Regional Rail (Zhengzhou Section),2020,,1,31.27,90%,28.18,,,15,117,Media,"17,867.00",CNY,2020,0.239,4270.21,136.6,0,0,0,0,1.17731472,"5,027.40",160.8,Trade,http://www.rail-transit.com/project/show.php?itemid=141,https://www.163.com/dy/article/GDQSS29P0530L2T3.html,
,CN,Beijing,Yanfang Branch,Yanfang Branch,2020,,0,6.015,0%,0,,,3,117,,"4,500.00",CNY,2020,0.239,1075.5,178.8,0,0,0,0,1.17731472,"1,266.20",210.5,,http://www.rail-transit.com/project/show.php?itemid=525,,
,CN,Beijing,Line 9,Line 9,2007,2012,0,16.5,100%,16.5,,,13,117,,"12,900.00",CNY,2010,0.3,3870,234.5,0,0,0,0,1.397356642,"5,407.80",327.7,,http://zqb.cyol.com/html/2012-12/31/nw.D110000zgqnb_20121231_3-06.htm,,
,CN,Changchun,Line 2,Line 2 Western Extension,2015,2019,0,5.3,100%,5.3,,,3,117,,"3,350.00",CNY,2017,0.239,800.65,151.1,0,0,0,0,1.243072781,995.3,187.8,,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=320,,
,CN,Changchun,Line 2,Line 2,,2020,0,22.8,100%,22.8,,,19,117,,"15,400.00",CNY,2020,0.239,3680.6,161.4,0,0,0,0,1.17731472,"4,333.20",190.1,,http://www.rail-transit.com/project/show.php?itemid=231,,
,CN,Changchun,Line 1,Line 1 South Extension,2010,2019,0,8,100%,8,,,6,117,,"5,520.00",CNY,2015,0.258,1424.16,178,0,0,0,0,1.285570233,"1,830.90",228.9,,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=320,,
,CN,Changsha,First,First,2008,2015,0,45.92,97%,44.61,,,32,117,,"22,171.00",CNY,2012,0.281,6230.05,135.7,0,0,0,0,1.327133984,"8,268.10",180.1,,http://www.chinanews.com/gn/news/2009/02-11/1558424.shtml,,
,CN,Changsha,Line 2,Line 2 Phase 2,2011,2015,0,21.926,100%,21.926,,,19,117,,"11,900.00",CNY,2013,0.273,3248.7,148.2,0,0,0,0,1.307975292,"4,249.20",193.8,,http://www.hncsmtr.com/jsdt/gcgk/2033/14944654790008899_1.html,https://www.sohu.com/a/237588900_683466,
,CN,Changsha,Line 2 West Extension,Line 2 West Extension Phase 2,2021,2025,0,13.99,98%,13.78,,,11,117,,"12,342.00",CNY,2021,0.239,2949.74,210.8,0,0,0,0,1.124486105,"3,316.90",237.1,,http://www.rail-transit.com/project/show.php?itemid=501,,
,CN,Chengdu,Line 4,Line 4 Phase 2,2013,2020,0,21.3,100%,21.3,,,13,117,,"10,220.00",CNY,2017,0.239,2442.58,114.7,0,0,0,0,1.243072781,"3,036.30",142.5,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,,
,CN,Chengdu,Line 3,Line 3 Phase 2,2013,2020,0,15,60%,9,,,9,117,,"7,030.00",CNY,2017,0.239,1680.17,112,0,0,0,0,1.243072781,"2,088.60",139.2,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,,
,CN,Chengdu,Line 3,Line 3 Phase 3 (redesign),2015,,0,12.6,57%,7.2,,,9,117,,"6,240.00",CNY,2015,0.258,1609.92,127.8,0,0,0,0,1.285570233,"2,069.70",164.3,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,,
,CN,Chengdu,Line 1,Line 1 Phase 3,2013,2020,0,13,43%,5.6,,,10,117,,"5,820.00",CNY,2017,0.239,1390.98,107,0,0,0,0,1.243072781,"1,729.10",133,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,,
,CN,Chongqing,Jiangjin Line,Jiangjin Line South Extension,2018,,0,4.6,,,,,2,117,,"3,500.00",CNY,2018,0.237,829.5,180.3,0,0,0,0,1.21343491,"1,006.50",218.8,,http://ghzrzyj.cq.gov.cn/zwxx_186/mtgz/202208/t20220803_10975207.html,,
,CN,Chongqing,Jiangjin Line,Jiangjin Line,2020,,0,28.22,21%,5.8,,,7,117,,"6,892.00",CNY,2020,0.239,1647.19,58.4,0,0,0,0,1.17731472,"1,939.30",68.7,,http://www.rail-transit.com/project/show.php?itemid=399,http://m.xinhuanet.com/cq/2019-01/27/c_1124047880.htm,
,CN,Chongqing,Line 17,Line 17 (redesign) Phase 1,2022,2026,0,14.18,100%,14.18,,,9,117,,"12,256.96",CNY,2024,0.239,2929.41,206.6,0,0,0,0,1,"2,929.40",206.6,,http://www.rail-transit.com/project/show.php?itemid=519,,
,CN,Chongqing,Line 18,Line 18 Phase 2,2020,2025,0,10.61,100%,10.61,,,8,117,,"9,966.00",CNY,2023,0.239,2381.87,224.5,0,0,0,0,1,"2,381.90",224.5,,http://fzggw.cq.gov.cn/zwgk/zfxxgkml/sphzbaxx/202009/t20200930_7937966_wap.html,,
,CN,Chongqing,Line 6,Line 6 East,2022,,0,6.7,,,,,3,117,,"4,469.00",CNY,2021,0.239,1068.09,159.4,0,0,0,0,1.124486105,"1,201.10",179.3,,https://www.sohu.com/a/516618507_120388781,,
,CN,Chongqing,Line 24,Line 24 Phase 1,2021,,0,18.9,100%,18.9,,,12,117,,"15,364.00",CNY,2021,0.239,3672,194.3,0,0,0,0,1.124486105,"4,129.10",218.5,,http://www.rail-transit.com/project/show.php?itemid=521,,
,CN,Chongqing,Line 1,Line 1 Phase 2,2007,,0,15.5,,,,,9,117,,"5,014.00",CNY,2007,0.333,1669.66,107.7,0,0,0,0,1.469562366,"2,453.70",158.3,,http://news.sohu.com/20070609/n250475902.shtml,,
,CN,Chongqing,Line 1,Line 1 Phase 1,2007,,0,16.5,,,,,14,117,,"7,500.00",CNY,2007,0.333,2497.5,151.4,0,0,0,0,1.469562366,"3,670.20",222.4,,http://news.sohu.com/20070609/n250475902.shtml,,
,CN,Chongqing,Line 4,Line 4 West extension,2021,2026,0,10.9,100%,10.9,,,9,117,,"10,603.00",CNY,2021,0.239,2534.12,232.5,0,0,0,0,1.124486105,"2,849.60",261.4,,http://www.rail-transit.com/project/show.php?itemid=517,http://fzggw.cq.gov.cn/zwgk/zfxxgkml/sphzbaxx/202010/t20201010_7947213_wap.html,
,CN,Fuzhou,Line 6,Line 6 East Extension,2020,,0,5.29,100%,5.29,,,6,117,,"4,083.00",CNY,2020,0.239,975.84,184.5,0,0,0,0,1.17731472,"1,148.90",217.2,,https://xm.leju.com/news/2020-07-10/14296687241366554352613.shtml,http://fgw.fuzhou.gov.cn/zz/fgwzwgk/tzgg/201804/t20180428_2189534.htm,
,CN,Guangzhou,Line 14,Line 14 Phase 1,2012,2018,0,54.4,40%,21.9,,,13,117,,"18,913.00",CNY,2015,0.258,4879.55,89.7,0,0,0,0,1.285570233,"6,273.00",115.3,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145857.html,https://m.21jingji.com/article/20201209/herald/7d218ef3f8835e2e9df093c805e45652.html,
,CN,Guangzhou,Line 14,Line 14 Branch,2012,2018,0,21.6,92%,19.9,,,5,117,,"7,802.00",CNY,2015,0.258,2012.92,93.2,0,0,0,0,1.285570233,"2,587.70",119.8,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145857.html,http://district.ce.cn/newarea/roll/201503/17/t20150317_4847921.shtml,
,CN,Guangzhou,Line 21,Line 21,2012,2018,0,61.6,69%,42.5,,,14,117,,"29,133.00",CNY,2015,0.258,7516.31,122,0,0,0,0,1.285570233,"9,662.70",156.9,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145857.html,https://www.sohu.com/a/351491006_124706,
,CN,Guangzhou,Line 3,Line 3 Phase 1,2000,,0,35.86,100%,35.86,,,18,117,,"15,300.00",CNY,2000,0.367,5615.1,156.6,0,0,0,0,1.769465738,"9,935.70",277.1,,http://drc.gd.gov.cn/zdxm5665/content/post_851139.html,,
,CN,Guangzhou,Line 9,Line 9,2009,,0,18.3,100%,18.3,,,,117,,"7,750.00",CNY,2009,0.317,2456.75,134.2,0,0,0,0,1.420277155,"3,489.30",190.7,,http://drc.gd.gov.cn/zdxm5665/content/post_851371.html,,
,CN,Guangzhou,Line 7,Line 7,2012,,0,17.6,100%,17.6,,,,117,,"9,230.00",CNY,2012,0.281,2593.63,147.4,0,0,0,0,1.327133984,"3,442.10",195.6,,http://www.gz.gov.cn/zwgk/zdxm/2012n/content/post_2847743.html,,
,CN,Guiyang,Line 2,Line 2 Phase 1,,2021,0,27.6,100%,27.6,,,24,117,,"19,459.00",CNY,2021,0.239,4650.7,168.5,0,0,0,0,1.124486105,"5,229.60",189.5,,http://www.rail-transit.com/project/show.php?itemid=294,,
,CN,Hangzhou,Line 2,Line 2 Phase 1 Xiaoshan section,2008,,0,18.2,100%,18.2,,,13,117,,"10,500.00",CNY,2008,0.315,3307.5,181.7,0,0,0,0,1.415224126,"4,680.90",257.2,,http://zzhz.zjol.com.cn/05zzhz/system/2008/09/29/009985997.shtml,,
,CN,Hangzhou,Line 3,Line 3 North Extension,2020,2022,0,4.7,100%,4.7,,,4,117,,"10,870.00",CNY,2020,0.239,2597.93,552.8,0,0,0,0,1.17731472,"3,058.60",650.8,,http://www.rail-transit.com/project/show.php?itemid=351,,
,CN,Hangzhou,Hangfu Line,Hangfu Line,,2021,0,23.508,100%,23.508,,,11,117,,"13,298.00",CNY,2021,0.239,3178.22,135.2,0,0,0,0,1.124486105,"3,573.90",152,,http://www.rail-transit.com/project/show.php?itemid=286,,
,CN,Hangzhou,Line 5,Line 5 Phase 2 West,2020,,0,4.95,100%,4.95,,,2,117,,"3,038.00",CNY,2020,0.239,726.08,146.7,0,0,0,0,1.17731472,854.8,172.7,,http://www.rail-transit.com/project/show.php?itemid=270,,
,CN,Hangzhou,Line 2,Line 2 Phase 1 (redesign),2017,,0,30.5,100%,30.5,,,24,117,,"17,783.00",CNY,2017,0.239,4250.14,139.3,0,0,0,0,1.243072781,"5,283.20",173.2,,https://fzggw.zj.gov.cn/art/2017/7/6/art_1599553_30290528.html,,
,CN,Hangzhou,Line 2,Line 2 Phase 2,2014,,0,11.281,100%,11.281,,,9,117,,"7,900.00",CNY,2014,0.266,2101.4,186.3,0,0,0,0,1.287096175,"2,704.70",239.8,,http://zj.cnr.cn/hzbb/20141013/t20141013_516587545.shtml,http://117.149.20.102/zjgcjy/InfoDetail/?InfoID=8a06b8de-a13d-4102-9c58-df3858d9e226&CategoryNum=004001001,
,CN,Hangzhou,Line 6,Line 6 Phase 1,,2021,0,26.955,100%,26.955,,,19,117,,"17,830.00",CNY,2021,0.239,4261.37,158.1,0,0,0,0,1.124486105,"4,791.90",177.8,,http://www.rail-transit.com/project/show.php?itemid=301,,
,CN,Hangzhou,Line 5,Line 5 Phase 1,2014,2020,0,51.6,100%,51.6,,,36,117,,"36,064.00",CNY,2017,0.239,8619.3,167,0,0,0,0,1.243072781,"10,714.40",207.6,,http://www.rail-transit.com/project/show.php?itemid=313,,
,CN,Hangzhou,Line 4,Line 4 Phase 1,2013,,0,20.8,100%,20.8,,,18,117,,"14,350.00",CNY,2013,0.273,3917.55,188.3,0,0,0,0,1.307975292,"5,124.10",246.3,,https://www.cssglw.com/news/635201059257656250.html,,
,CN,Hefei,Line 6,Line 6 East Extension,2021,,0,10,100%,10,,,4,117,,"6,887.00",CNY,2020,0.239,1645.99,164.6,0,0,0,0,1.17731472,"1,937.90",193.8,Media,http://www.rail-transit.com/project/show.php?itemid=713,,
,CN,Hefei,Hefei-Lu'an Regional Express Line,Hefei-Lu'an Regional Express Line,2018,,0,63.1,19%,11.94,,,19,117,,"22,190.00",CNY,2020,0.239,5303.41,84,0,0,0,0,1.17731472,"6,243.80",99,Trade,http://www.rail-transit.com/project/show.php?itemid=66,,
,CN,Hefei,Line 1,Line 1 South,2019,,0,4.54,100%,4.54,,,3,117,,"4,257.00",CNY,2019,0.238,1013.17,223.2,0,0,0,0,1.191839066,"1,207.50",266,,http://www.rail-transit.com/project/show.php?itemid=307,,
,CN,Hefei,Line 2,Line 2 Western Extension,2021,,0,12.7,100%,12.7,,,8,117,,"8,965.00",CNY,2021,0.239,2142.64,168.7,0,0,0,0,1.124486105,"2,409.40",189.7,,http://www.rail-transit.com/project/show.php?itemid=706,,
,CN,Kunming,Line 3,Line 3 Phase 1,2017,,0,19.5,,,,,,117,,"13,057.00",CNY,2017,0.239,3120.62,160,0,0,0,0,1.243072781,"3,879.20",198.9,,https://www.kankanyn.com/jianwen/34919.html,,
,CN,Nanjing,Line S2 Nanjing-Ma'anshan,Line S2 Nanjing-Ma'anshan Regional Rail (Anhui section),2021,,1,27.49,0%,0,,,8,117,,"6,337.00",CNY,2021,0.239,1514.54,55.1,0,0,0,0,1.124486105,"1,703.10",62,,http://www.rail-transit.com/project/show.php?itemid=605,,
,CN,Nanjing,Line S3 Nanjing-He County,Line S3 Nanjing-He County,2021,,0,42.4,,,,,11,117,,"14,980.00",CNY,2021,0.239,3580.22,84.4,0,0,0,0,1.124486105,"4,025.90",95,,http://www.rail-transit.com/project/show.php?itemid=727,,
,CN,Nanjing,Line S2 Nanjing-Ma'anshan,Line S2 Nanjing-Ma'anshan Regional Rail (Nanjing section),2021,,1,26.5,52%,13.71,,,8,117,,"14,698.00",CNY,2021,0.239,3512.82,132.6,0,0,0,0,1.124486105,"3,950.10",149.1,,http://www.rail-transit.com/project/show.php?itemid=647,http://www.zgjssw.gov.cn/shixianchuanzhen/nanjing/202102/t20210209_6976410.shtml,
,CN,Nanjing,Line 4,Line 4 Phase 1,2004,2015,0,43.9,95%,41.7,,,,117,,"20,070.00",CNY,2010,0.3,6021,137.2,0,0,0,0,1.397356642,"8,413.50",191.7,,https://www.163.com/dy/article/EDJQN1JG0511K4OT.html,https://www.sohu.com/a/237588900_683466,
,CN,Nanjing,Line S6,Line S6,2021,,0,26.313,62%,16.26,,,13,117,,"20,799.00",CNY,2021,0.239,4970.96,188.9,0,0,0,0,1.124486105,"5,589.80",212.4,,http://www.rail-transit.com/project/show.php?itemid=145,https://news.suning.com/wtoutiao/witem2_5470123473.html,
,CN,Nanning,Line 1,Line 1 Phase 1,2011,2016,0,32.1,100%,32.1,,,25,117,,"19,800.00",CNY,2014,0.266,5266.8,164.1,0,0,0,0,1.287096175,"6,778.90",211.2,,https://kknews.cc/society/va42lel.html,,
